date,phc_id,medicine_id,stock,minimum_stock,maximum_stock
2026-04-28,PHC019,MED007,168,32,226
2026-04-29,PHC019,MED007,162,32,226
2026-04-30,PHC019,MED007,155,32,226
2026-05-01,PHC019,MED007,149,32,226
2026-05-02,PHC019,MED007,143,32,226
2026-05-03,PHC019,MED007,137,32,226
2026-05-04,PHC019,MED007,131,32,226
2026-05-05,PHC019,MED007,124,32,226
2026-05-06,PHC019,MED007,117,32,226
2026-05-07,PHC019,MED007,110,32,226
2026-05-08,PHC019,MED007,103,32,226
2026-05-09,PHC019,MED007,97,32,226
2026-05-10,PHC019,MED007,93,32,226
2026-05-11,PHC019,MED007,85,32,226
2026-05-12,PHC019,MED007,80,32,226
2026-05-13,PHC019,MED007,74,32,226
2026-05-14,PHC019,MED007,69,32,226
2026-05-15,PHC019,MED007,63,32,226
2026-05-16,PHC019,MED007,58,32,226
2026-05-17,PHC019,MED007,54,32,226
2026-05-18,PHC019,MED007,49,32,226
2026-05-19,PHC019,MED007,44,32,226
2026-05-20,PHC019,MED007,38,32,226
2026-05-21,PHC019,MED007,34,32,226
2026-05-22,PHC019,MED007,28,32,226
2026-05-23,PHC019,MED007,22,32,226
2026-05-24,PHC019,MED007,18,32,226
2026-05-25,PHC019,MED007,206,32,226
2026-05-26,PHC019,MED007,200,32,226
2026-05-27,PHC019,MED007,195,32,226
2026-05-28,PHC019,MED007,187,32,226
2026-05-29,PHC019,MED007,182,32,226
2026-05-30,PHC019,MED007,176,32,226
2026-05-31,PHC019,MED007,173,32,226
2026-06-01,PHC019,MED007,165,32,226
2026-06-02,PHC019,MED007,159,32,226
2026-06-03,PHC019,MED007,151,32,226
2026-06-04,PHC019,MED007,144,32,226
2026-06-05,PHC019,MED007,137,32,226
2026-06-06,PHC019,MED007,132,32,226
2026-06-07,PHC019,MED007,128,32,226
2026-06-08,PHC019,MED007,121,32,226
2026-06-09,PHC019,MED007,117,32,226
2026-06-10,PHC019,MED007,112,32,226
2026-06-11,PHC019,MED007,106,32,226
2026-06-12,PHC019,MED007,102,32,226
2026-06-13,PHC019,MED007,97,32,226
2026-06-14,PHC019,MED007,94,32,226
2026-06-15,PHC019,MED007,85,32,226
2026-06-16,PHC019,MED007,80,32,226
2026-06-17,PHC019,MED007,74,32,226
2026-06-18,PHC019,MED007,68,32,226
2026-06-19,PHC019,MED007,62,32,226
2026-06-20,PHC019,MED007,57,32,226
2026-06-21,PHC019,MED007,53,32,226
2026-06-22,PHC019,MED007,48,32,226
2026-06-23,PHC019,MED007,41,32,226
2026-06-24,PHC019,MED007,37,32,226
2026-06-25,PHC019,MED007,32,32,226
2026-06-26,PHC019,MED007,27,32,226
2026-06-27,PHC019,MED007,21,32,226
2026-06-28,PHC019,MED007,211,32,226
2026-06-29,PHC019,MED007,203,32,226
2026-06-30,PHC019,MED007,199,32,226
2026-07-01,PHC019,MED007,196,32,226
2026-07-02,PHC019,MED007,190,32,226
2026-07-03,PHC019,MED007,185,32,226
2026-07-04,PHC019,MED007,180,32,226
2026-07-05,PHC019,MED007,177,32,226
2026-07-06,PHC019,MED007,169,32,226
2026-07-07,PHC019,MED007,164,32,226
2026-07-08,PHC019,MED007,160,32,226
2026-07-09,PHC019,MED007,156,32,226
2026-07-10,PHC019,MED007,151,32,226
2026-07-11,PHC019,MED007,146,32,226
2026-07-12,PHC019,MED007,143,32,226
2026-07-13,PHC019,MED007,137,32,226
2026-07-14,PHC019,MED007,130,32,226
2026-07-15,PHC019,MED007,124,32,226
2026-07-16,PHC019,MED007,120,32,226
2026-07-17,PHC019,MED007,114,32,226
2026-07-18,PHC019,MED007,108,32,226
2026-07-19,PHC019,MED007,103,32,226
2026-07-20,PHC019,MED007,96,32,226
2026-07-21,PHC019,MED007,91,32,226
2026-07-22,PHC019,MED007,84,32,226
2026-07-23,PHC019,MED007,79,32,226
2026-07-24,PHC019,MED007,75,32,226
2026-07-25,PHC019,MED007,71,32,226
2026-07-26,PHC019,MED007,67,32,226
2026-07-27,PHC019,MED007,63,32,226
2026-07-28,PHC019,MED007,57,32,226
2026-07-29,PHC019,MED007,53,32,226
2026-07-30,PHC019,MED007,48,32,226
2026-07-31,PHC019,MED007,43,32,226
2026-08-01,PHC019,MED007,36,32,226
2026-08-02,PHC019,MED007,32,32,226
2026-08-03,PHC019,MED007,26,32,226
2026-08-04,PHC019,MED007,19,32,226
2026-08-05,PHC019,MED007,210,32,226
2026-08-06,PHC019,MED007,207,32,226
2026-08-07,PHC019,MED007,201,32,226
2026-08-08,PHC019,MED007,196,32,226
2026-08-09,PHC019,MED007,193,32,226
2026-08-10,PHC019,MED007,187,32,226
2026-08-11,PHC019,MED007,183,32,226
2026-08-12,PHC019,MED007,175,32,226
2026-08-13,PHC019,MED007,169,32,226
2026-08-14,PHC019,MED007,163,32,226
2026-08-15,PHC019,MED007,157,32,226
2026-08-16,PHC019,MED007,153,32,226
2026-08-17,PHC019,MED007,147,32,226
2026-08-18,PHC019,MED007,140,32,226
2026-08-19,PHC019,MED007,133,32,226
2026-08-20,PHC019,MED007,127,32,226
2026-08-21,PHC019,MED007,122,32,226
2026-08-22,PHC019,MED007,116,32,226
2026-08-23,PHC019,MED007,111,32,226
2026-08-24,PHC019,MED007,104,32,226
2026-08-25,PHC019,MED007,98,32,226
2026-08-26,PHC019,MED007,93,32,226
2026-08-27,PHC019,MED007,86,32,226
2026-03-01,PHC019,MED008,189,40,283
2026-03-02,PHC019,MED008,179,40,283
2026-03-03,PHC019,MED008,173,40,283
2026-03-04,PHC019,MED008,166,40,283
2026-03-05,PHC019,MED008,159,40,283
2026-03-06,PHC019,MED008,154,40,283
2026-03-07,PHC019,MED008,148,40,283
2026-03-08,PHC019,MED008,142,40,283
2026-03-09,PHC019,MED008,132,40,283
2026-03-10,PHC019,MED008,125,40,283
2026-03-11,PHC019,MED008,116,40,283
2026-03-12,PHC019,MED008,108,40,283
2026-03-13,PHC019,MED008,101,40,283
2026-03-14,PHC019,MED008,93,40,283
2026-03-15,PHC019,MED008,87,40,283
2026-03-16,PHC019,MED008,76,40,283
2026-03-17,PHC019,MED008,68,40,283
2026-03-18,PHC019,MED008,59,40,283
2026-03-19,PHC019,MED008,51,40,283
2026-03-20,PHC019,MED008,41,40,283
2026-03-21,PHC019,MED008,33,40,283
2026-03-22,PHC019,MED008,27,40,283
2026-03-23,PHC019,MED008,16,40,283
2026-03-24,PHC019,MED008,257,40,283
2026-03-25,PHC019,MED008,246,40,283
2026-03-26,PHC019,MED008,238,40,283
2026-03-27,PHC019,MED008,232,40,283
2026-03-28,PHC019,MED008,223,40,283
2026-03-29,PHC019,MED008,217,40,283
2026-03-30,PHC019,MED008,207,40,283
2026-03-31,PHC019,MED008,199,40,283
2026-04-01,PHC019,MED008,191,40,283
2026-04-02,PHC019,MED008,184,40,283
2026-04-03,PHC019,MED008,172,40,283
2026-04-04,PHC019,MED008,166,40,283
2026-04-05,PHC019,MED008,159,40,283
2026-04-06,PHC019,MED008,149,40,283
2026-04-07,PHC019,MED008,141,40,283
2026-04-08,PHC019,MED008,134,40,283
2026-04-09,PHC019,MED008,126,40,283
2026-04-10,PHC019,MED008,119,40,283
2026-04-11,PHC019,MED008,109,40,283
2026-04-12,PHC019,MED008,104,40,283
2026-04-13,PHC019,MED008,92,40,283
2026-04-14,PHC019,MED008,84,40,283
2026-04-15,PHC019,MED008,73,40,283
2026-04-16,PHC019,MED008,63,40,283
2026-04-17,PHC019,MED008,56,40,283
2026-04-18,PHC019,MED008,49,40,283
2026-04-19,PHC019,MED008,43,40,283
2026-04-20,PHC019,MED008,32,40,283
2026-04-21,PHC019,MED008,24,40,283
2026-04-22,PHC019,MED008,15,40,283
2026-04-23,PHC019,MED008,258,40,283
2026-04-24,PHC019,MED008,251,40,283
2026-04-25,PHC019,MED008,245,40,283
2026-04-26,PHC019,MED008,240,40,283
2026-04-27,PHC019,MED008,228,40,283
2026-04-28,PHC019,MED008,221,40,283
2026-04-29,PHC019,MED008,213,40,283
2026-04-30,PHC019,MED008,203,40,283
2026-05-01,PHC019,MED008,196,40,283
2026-05-02,PHC019,MED008,187,40,283
2026-05-03,PHC019,MED008,180,40,283
2026-05-04,PHC019,MED008,171,40,283
2026-05-05,PHC019,MED008,161,40,283
2026-05-06,PHC019,MED008,155,40,283
2026-05-07,PHC019,MED008,148,40,283
2026-05-08,PHC019,MED008,141,40,283
2026-05-09,PHC019,MED008,135,40,283
2026-05-10,PHC019,MED008,129,40,283
2026-05-11,PHC019,MED008,117,40,283
2026-05-12,PHC019,MED008,108,40,283
2026-05-13,PHC019,MED008,102,40,283
2026-05-14,PHC019,MED008,96,40,283
2026-05-15,PHC019,MED008,87,40,283
2026-05-16,PHC019,MED008,79,40,283
2026-05-17,PHC019,MED008,72,40,283
2026-05-18,PHC019,MED008,61,40,283
2026-05-19,PHC019,MED008,52,40,283
2026-05-20,PHC019,MED008,45,40,283
2026-05-21,PHC019,MED008,39,40,283
2026-05-22,PHC019,MED008,31,40,283
2026-05-23,PHC019,MED008,26,40,283
2026-05-24,PHC019,MED008,264,40,283
2026-05-25,PHC019,MED008,251,40,283
2026-05-26,PHC019,MED008,244,40,283
2026-05-27,PHC019,MED008,238,40,283
2026-05-28,PHC019,MED008,229,40,283
2026-05-29,PHC019,MED008,221,40,283
2026-05-30,PHC019,MED008,215,40,283
2026-05-31,PHC019,MED008,210,40,283
2026-06-01,PHC019,MED008,201,40,283
2026-06-02,PHC019,MED008,192,40,283
2026-06-03,PHC019,MED008,187,40,283
2026-06-04,PHC019,MED008,178,40,283
2026-06-05,PHC019,MED008,170,40,283
2026-06-06,PHC019,MED008,165,40,283
2026-06-07,PHC019,MED008,160,40,283
2026-06-08,PHC019,MED008,151,40,283
2026-06-09,PHC019,MED008,144,40,283
2026-06-10,PHC019,MED008,137,40,283
2026-06-11,PHC019,MED008,131,40,283
2026-06-12,PHC019,MED008,125,40,283
2026-06-13,PHC019,MED008,118,40,283
2026-06-14,PHC019,MED008,113,40,283
2026-06-15,PHC019,MED008,104,40,283
2026-06-16,PHC019,MED008,97,40,283
2026-06-17,PHC019,MED008,91,40,283
2026-06-18,PHC019,MED008,82,40,283
2026-06-19,PHC019,MED008,74,40,283
2026-06-20,PHC019,MED008,67,40,283
2026-06-21,PHC019,MED008,61,40,283
2026-06-22,PHC019,MED008,53,40,283
2026-06-23,PHC019,MED008,45,40,283
2026-06-24,PHC019,MED008,38,40,283
2026-06-25,PHC019,MED008,33,40,283
2026-06-26,PHC019,MED008,26,40,283
2026-06-27,PHC019,MED008,264,40,283
2026-06-28,PHC019,MED008,260,40,283
2026-06-29,PHC019,MED008,252,40,283
2026-06-30,PHC019,MED008,244,40,283
2026-07-01,PHC019,MED008,237,40,283
2026-07-02,PHC019,MED008,229,40,283
2026-07-03,PHC019,MED008,224,40,283
2026-07-04,PHC019,MED008,218,40,283
2026-07-05,PHC019,MED008,214,40,283
2026-07-06,PHC019,MED008,206,40,283
2026-07-07,PHC019,MED008,201,40,283
2026-07-08,PHC019,MED008,194,40,283
2026-07-09,PHC019,MED008,186,40,283
2026-07-10,PHC019,MED008,180,40,283
2026-07-11,PHC019,MED008,172,40,283
2026-07-12,PHC019,MED008,167,40,283
2026-07-13,PHC019,MED008,157,40,283
2026-07-14,PHC019,MED008,150,40,283
2026-07-15,PHC019,MED008,145,40,283
2026-07-16,PHC019,MED008,140,40,283
2026-07-17,PHC019,MED008,134,40,283
2026-07-18,PHC019,MED008,128,40,283
2026-07-19,PHC019,MED008,122,40,283
2026-07-20,PHC019,MED008,112,40,283
2026-07-21,PHC019,MED008,105,40,283
2026-07-22,PHC019,MED008,98,40,283
2026-07-23,PHC019,MED008,92,40,283
2026-07-24,PHC019,MED008,86,40,283
2026-07-25,PHC019,MED008,80,40,283
2026-07-26,PHC019,MED008,75,40,283
2026-07-27,PHC019,MED008,69,40,283
2026-07-28,PHC019,MED008,62,40,283
2026-07-29,PHC019,MED008,55,40,283
2026-07-30,PHC019,MED008,48,40,283
2026-07-31,PHC019,MED008,41,40,283
2026-08-01,PHC019,MED008,34,40,283
2026-08-02,PHC019,MED008,29,40,283
2026-08-03,PHC019,MED008,20,40,283
2026-08-04,PHC019,MED008,262,40,283
2026-08-05,PHC019,MED008,255,40,283
2026-08-06,PHC019,MED008,248,40,283
2026-08-07,PHC019,MED008,240,40,283
2026-08-08,PHC019,MED008,234,40,283
2026-08-09,PHC019,MED008,230,40,283
2026-08-10,PHC019,MED008,222,40,283
2026-08-11,PHC019,MED008,216,40,283
2026-08-12,PHC019,MED008,210,40,283
2026-08-13,PHC019,MED008,202,40,283
2026-08-14,PHC019,MED008,195,40,283
2026-08-15,PHC019,MED008,188,40,283
2026-08-16,PHC019,MED008,182,40,283
2026-08-17,PHC019,MED008,176,40,283
2026-08-18,PHC019,MED008,171,40,283
2026-08-19,PHC019,MED008,162,40,283
2026-08-20,PHC019,MED008,156,40,283
2026-08-21,PHC019,MED008,148,40,283
2026-08-22,PHC019,MED008,137,40,283
2026-08-23,PHC019,MED008,131,40,283
2026-08-24,PHC019,MED008,121,40,283
2026-08-25,PHC019,MED008,114,40,283
2026-08-26,PHC019,MED008,107,40,283
2026-08-27,PHC019,MED008,99,40,283
2026-03-01,PHC019,MED009,381,89,623
2026-03-02,PHC019,MED009,364,89,623
2026-03-03,PHC019,MED009,347,89,623
2026-03-04,PHC019,MED009,328,89,623
2026-03-05,PHC019,MED009,311,89,623
2026-03-06,PHC019,MED009,291,89,623
2026-03-07,PHC019,MED009,274,89,623
2026-03-08,PHC019,MED009,260,89,623
2026-03-09,PHC019,MED009,242,89,623
2026-03-10,PHC019,MED009,222,89,623
2026-03-11,PHC019,MED009,204,89,623
2026-03-12,PHC019,MED009,191,89,623
2026-03-13,PHC019,MED009,178,89,623
2026-03-14,PHC019,MED009,163,89,623
2026-03-15,PHC019,MED009,154,89,623
2026-03-16,PHC019,MED009,128,89,623
2026-03-17,PHC019,MED009,110,89,623
2026-03-18,PHC019,MED009,93,89,623
2026-03-19,PHC019,MED009,77,89,623
2026-03-20,PHC019,MED009,59,89,623
2026-03-21,PHC019,MED009,43,89,623
2026-03-22,PHC019,MED009,32,89,623
2026-03-23,PHC019,MED009,7,89,623
2026-03-24,PHC019,MED009,0,89,623
2026-03-25,PHC019,MED009,524,89,623
2026-03-26,PHC019,MED009,506,89,623
2026-03-27,PHC019,MED009,490,89,623
2026-03-28,PHC019,MED009,475,89,623
2026-03-29,PHC019,MED009,466,89,623
2026-03-30,PHC019,MED009,451,89,623
2026-03-31,PHC019,MED009,440,89,623
2026-04-01,PHC019,MED009,423,89,623
2026-04-02,PHC019,MED009,403,89,623
2026-04-03,PHC019,MED009,382,89,623
2026-04-04,PHC019,MED009,366,89,623
2026-04-05,PHC019,MED009,352,89,623
2026-04-06,PHC019,MED009,333,89,623
2026-04-07,PHC019,MED009,311,89,623
2026-04-08,PHC019,MED009,296,89,623
2026-04-09,PHC019,MED009,278,89,623
2026-04-10,PHC019,MED009,256,89,623
2026-04-11,PHC019,MED009,236,89,623
2026-04-12,PHC019,MED009,225,89,623
2026-04-13,PHC019,MED009,197,89,623
2026-04-14,PHC019,MED009,183,89,623
2026-04-15,PHC019,MED009,163,89,623
2026-04-16,PHC019,MED009,145,89,623
2026-04-17,PHC019,MED009,123,89,623
2026-04-18,PHC019,MED009,106,89,623
2026-04-19,PHC019,MED009,89,89,623
2026-04-20,PHC019,MED009,69,89,623
2026-04-21,PHC019,MED009,46,89,623
2026-04-22,PHC019,MED009,22,89,623
2026-04-23,PHC019,MED009,3,89,623
2026-04-24,PHC019,MED009,0,89,623
2026-04-25,PHC019,MED009,514,89,623
2026-04-26,PHC019,MED009,506,89,623
2026-04-27,PHC019,MED009,480,89,623
2026-04-28,PHC019,MED009,461,89,623
2026-04-29,PHC019,MED009,443,89,623
2026-04-30,PHC019,MED009,424,89,623
2026-05-01,PHC019,MED009,405,89,623
2026-05-02,PHC019,MED009,390,89,623
2026-05-03,PHC019,MED009,372,89,623
2026-05-04,PHC019,MED009,348,89,623
2026-05-05,PHC019,MED009,326,89,623
2026-05-06,PHC019,MED009,314,89,623
2026-05-07,PHC019,MED009,300,89,623
2026-05-08,PHC019,MED009,284,89,623
2026-05-09,PHC019,MED009,268,89,623
2026-05-10,PHC019,MED009,254,89,623
2026-05-11,PHC019,MED009,229,89,623
2026-05-12,PHC019,MED009,209,89,623
2026-05-13,PHC019,MED009,192,89,623
2026-05-14,PHC019,MED009,180,89,623
2026-05-15,PHC019,MED009,154,89,623
2026-05-16,PHC019,MED009,136,89,623
2026-05-17,PHC019,MED009,126,89,623
2026-05-18,PHC019,MED009,106,89,623
2026-05-19,PHC019,MED009,88,89,623
2026-05-20,PHC019,MED009,67,89,623
2026-05-21,PHC019,MED009,49,89,623
2026-05-22,PHC019,MED009,32,89,623
2026-05-23,PHC019,MED009,18,89,623
2026-05-24,PHC019,MED009,6,89,623
2026-05-25,PHC019,MED009,510,89,623
2026-05-26,PHC019,MED009,497,89,623
2026-05-27,PHC019,MED009,481,89,623
2026-05-28,PHC019,MED009,462,89,623
2026-05-29,PHC019,MED009,445,89,623
2026-05-30,PHC019,MED009,430,89,623
2026-05-31,PHC019,MED009,418,89,623
2026-06-01,PHC019,MED009,395,89,623
2026-06-02,PHC019,MED009,374,89,623
2026-06-03,PHC019,MED009,354,89,623
2026-06-04,PHC019,MED009,333,89,623
2026-06-05,PHC019,MED009,317,89,623
2026-06-06,PHC019,MED009,302,89,623
2026-06-07,PHC019,MED009,293,89,623
2026-06-08,PHC019,MED009,274,89,623
2026-06-09,PHC019,MED009,256,89,623
2026-06-10,PHC019,MED009,242,89,623
2026-06-11,PHC019,MED009,227,89,623
2026-06-12,PHC019,MED009,210,89,623
2026-06-13,PHC019,MED009,199,89,623
2026-06-14,PHC019,MED009,189,89,623
2026-06-15,PHC019,MED009,168,89,623
2026-06-16,PHC019,MED009,155,89,623
2026-06-17,PHC019,MED009,136,89,623
2026-06-18,PHC019,MED009,112,89,623
2026-06-19,PHC019,MED009,96,89,623
2026-06-20,PHC019,MED009,78,89,623
2026-06-21,PHC019,MED009,66,89,623
2026-06-22,PHC019,MED009,51,89,623
2026-06-23,PHC019,MED009,34,89,623
2026-06-24,PHC019,MED009,23,89,623
2026-06-25,PHC019,MED009,10,89,623
2026-06-26,PHC019,MED009,541,89,623
2026-06-27,PHC019,MED009,527,89,623
2026-06-28,PHC019,MED009,519,89,623
2026-06-29,PHC019,MED009,498,89,623
2026-06-30,PHC019,MED009,482,89,623
2026-07-01,PHC019,MED009,467,89,623
2026-07-02,PHC019,MED009,453,89,623
2026-07-03,PHC019,MED009,441,89,623
2026-07-04,PHC019,MED009,420,89,623
2026-07-05,PHC019,MED009,407,89,623
2026-07-06,PHC019,MED009,390,89,623
2026-07-07,PHC019,MED009,374,89,623
2026-07-08,PHC019,MED009,353,89,623
2026-07-09,PHC019,MED009,338,89,623
2026-07-10,PHC019,MED009,319,89,623
2026-07-11,PHC019,MED009,295,89,623
2026-07-12,PHC019,MED009,287,89,623
2026-07-13,PHC019,MED009,272,89,623
2026-07-14,PHC019,MED009,257,89,623
2026-07-15,PHC019,MED009,236,89,623
2026-07-16,PHC019,MED009,218,89,623
2026-07-17,PHC019,MED009,207,89,623
2026-07-18,PHC019,MED009,191,89,623
2026-07-19,PHC019,MED009,182,89,623
2026-07-20,PHC019,MED009,168,89,623
2026-07-21,PHC019,MED009,155,89,623
2026-07-22,PHC019,MED009,141,89,623
2026-07-23,PHC019,MED009,127,89,623
2026-07-24,PHC019,MED009,111,89,623
2026-07-25,PHC019,MED009,95,89,623
2026-07-26,PHC019,MED009,86,89,623
2026-07-27,PHC019,MED009,65,89,623
2026-07-28,PHC019,MED009,43,89,623
2026-07-29,PHC019,MED009,30,89,623
2026-07-30,PHC019,MED009,18,89,623
2026-07-31,PHC019,MED009,0,89,623
2026-08-01,PHC019,MED009,517,89,623
2026-08-02,PHC019,MED009,504,89,623
2026-08-03,PHC019,MED009,484,89,623
2026-08-04,PHC019,MED009,472,89,623
2026-08-05,PHC019,MED009,454,89,623
2026-08-06,PHC019,MED009,441,89,623
2026-08-07,PHC019,MED009,426,89,623
2026-08-08,PHC019,MED009,409,89,623
2026-08-09,PHC019,MED009,397,89,623
2026-08-10,PHC019,MED009,373,89,623
2026-08-11,PHC019,MED009,360,89,623
2026-08-12,PHC019,MED009,345,89,623
2026-08-13,PHC019,MED009,329,89,623
2026-08-14,PHC019,MED009,310,89,623
2026-08-15,PHC019,MED009,295,89,623
2026-08-16,PHC019,MED009,281,89,623
2026-08-17,PHC019,MED009,261,89,623
2026-08-18,PHC019,MED009,244,89,623
2026-08-19,PHC019,MED009,227,89,623
2026-08-20,PHC019,MED009,212,89,623
2026-08-21,PHC019,MED009,197,89,623
2026-08-22,PHC019,MED009,178,89,623
2026-08-23,PHC019,MED009,164,89,623
2026-08-24,PHC019,MED009,149,89,623
2026-08-25,PHC019,MED009,133,89,623
2026-08-26,PHC019,MED009,121,89,623
2026-08-27,PHC019,MED009,105,89,623
2026-03-01,PHC019,MED010,100,24,170
2026-03-02,PHC019,MED010,96,24,170
2026-03-03,PHC019,MED010,92,24,170
2026-03-04,PHC019,MED010,86,24,170
2026-03-05,PHC019,MED010,82,24,170
2026-03-06,PHC019,MED010,78,24,170
2026-03-07,PHC019,MED010,74,24,170
2026-03-08,PHC019,MED010,70,24,170
2026-03-09,PHC019,MED010,65,24,170
2026-03-10,PHC019,MED010,61,24,170
2026-03-11,PHC019,MED010,57,24,170
2026-03-12,PHC019,MED010,53,24,170
2026-03-13,PHC019,MED010,49,24,170
2026-03-14,PHC019,MED010,44,24,170
2026-03-15,PHC019,MED010,40,24,170
2026-03-16,PHC019,MED010,35,24,170
2026-03-17,PHC019,MED010,30,24,170
2026-03-18,PHC019,MED010,25,24,170
2026-03-19,PHC019,MED010,20,24,170
2026-03-20,PHC019,MED010,17,24,170
2026-03-21,PHC019,MED010,11,24,170
2026-03-22,PHC019,MED010,8,24,170
2026-03-23,PHC019,MED010,1,24,170
2026-03-24,PHC019,MED010,0,24,170
2026-03-25,PHC019,MED010,0,24,170
2026-03-26,PHC019,MED010,147,24,170
2026-03-27,PHC019,MED010,142,24,170
2026-03-28,PHC019,MED010,138,24,170
2026-03-29,PHC019,MED010,134,24,170
2026-03-30,PHC019,MED010,129,24,170
2026-03-31,PHC019,MED010,124,24,170
2026-04-01,PHC019,MED010,120,24,170
2026-04-02,PHC019,MED010,116,24,170
2026-04-03,PHC019,MED010,111,24,170
2026-04-04,PHC019,MED010,106,24,170
2026-04-05,PHC019,MED010,104,24,170
2026-04-06,PHC019,MED010,99,24,170
2026-04-07,PHC019,MED010,96,24,170
2026-04-08,PHC019,MED010,91,24,170
2026-04-09,PHC019,MED010,87,24,170
2026-04-10,PHC019,MED010,80,24,170
2026-04-11,PHC019,MED010,74,24,170
2026-04-12,PHC019,MED010,72,24,170
2026-04-13,PHC019,MED010,63,24,170
2026-04-14,PHC019,MED010,59,24,170
2026-04-15,PHC019,MED010,55,24,170
2026-04-16,PHC019,MED010,52,24,170
2026-04-17,PHC019,MED010,47,24,170
2026-04-18,PHC019,MED010,42,24,170
2026-04-19,PHC019,MED010,39,24,170
2026-04-20,PHC019,MED010,33,24,170
2026-04-21,PHC019,MED010,28,24,170
2026-04-22,PHC019,MED010,24,24,170
2026-04-23,PHC019,MED010,20,24,170
2026-04-24,PHC019,MED010,16,24,170
2026-04-25,PHC019,MED010,12,24,170
2026-04-26,PHC019,MED010,9,24,170
2026-04-27,PHC019,MED010,4,24,170
2026-04-28,PHC019,MED010,0,24,170
2026-04-29,PHC019,MED010,141,24,170
2026-04-30,PHC019,MED010,135,24,170
2026-05-01,PHC019,MED010,130,24,170
2026-05-02,PHC019,MED010,126,24,170
2026-05-03,PHC019,MED010,124,24,170
2026-05-04,PHC019,MED010,120,24,170
2026-05-05,PHC019,MED010,115,24,170
2026-05-06,PHC019,MED010,112,24,170
2026-05-07,PHC019,MED010,106,24,170
2026-05-08,PHC019,MED010,103,24,170
2026-05-09,PHC019,MED010,101,24,170
2026-05-10,PHC019,MED010,99,24,170
2026-05-11,PHC019,MED010,93,24,170
2026-05-12,PHC019,MED010,90,24,170
2026-05-13,PHC019,MED010,85,24,170
2026-05-14,PHC019,MED010,81,24,170
2026-05-15,PHC019,MED010,77,24,170
2026-05-16,PHC019,MED010,74,24,170
2026-05-17,PHC019,MED010,72,24,170
2026-05-18,PHC019,MED010,66,24,170
2026-05-19,PHC019,MED010,61,24,170
2026-05-20,PHC019,MED010,56,24,170
2026-05-21,PHC019,MED010,51,24,170
2026-05-22,PHC019,MED010,47,24,170
2026-05-23,PHC019,MED010,44,24,170
2026-05-24,PHC019,MED010,41,24,170
2026-05-25,PHC019,MED010,35,24,170
2026-05-26,PHC019,MED010,30,24,170
2026-05-27,PHC019,MED010,26,24,170
2026-05-28,PHC019,MED010,21,24,170
2026-05-29,PHC019,MED010,16,24,170
2026-05-30,PHC019,MED010,12,24,170
2026-05-31,PHC019,MED010,9,24,170
2026-06-01,PHC019,MED010,4,24,170
2026-06-02,PHC019,MED010,0,24,170
2026-06-03,PHC019,MED010,0,24,170
2026-06-04,PHC019,MED010,145,24,170
2026-06-05,PHC019,MED010,140,24,170
2026-06-06,PHC019,MED010,138,24,170
2026-06-07,PHC019,MED010,135,24,170
2026-06-08,PHC019,MED010,130,24,170
2026-06-09,PHC019,MED010,125,24,170
2026-06-10,PHC019,MED010,121,24,170
2026-06-11,PHC019,MED010,117,24,170
2026-06-12,PHC019,MED010,113,24,170
2026-06-13,PHC019,MED010,109,24,170
2026-06-14,PHC019,MED010,107,24,170
2026-06-15,PHC019,MED010,103,24,170
2026-06-16,PHC019,MED010,100,24,170
2026-06-17,PHC019,MED010,97,24,170
2026-06-18,PHC019,MED010,92,24,170
2026-06-19,PHC019,MED010,88,24,170
2026-06-20,PHC019,MED010,83,24,170
2026-06-21,PHC019,MED010,80,24,170
2026-06-22,PHC019,MED010,76,24,170
2026-06-23,PHC019,MED010,72,24,170
2026-06-24,PHC019,MED010,68,24,170
2026-06-25,PHC019,MED010,64,24,170
2026-06-26,PHC019,MED010,61,24,170
2026-06-27,PHC019,MED010,57,24,170
2026-06-28,PHC019,MED010,54,24,170
2026-06-29,PHC019,MED010,48,24,170
2026-06-30,PHC019,MED010,45,24,170
2026-07-01,PHC019,MED010,41,24,170
2026-07-02,PHC019,MED010,36,24,170
2026-07-03,PHC019,MED010,33,24,170
2026-07-04,PHC019,MED010,29,24,170
2026-07-05,PHC019,MED010,28,24,170
2026-07-06,PHC019,MED010,22,24,170
2026-07-07,PHC019,MED010,17,24,170
2026-07-08,PHC019,MED010,13,24,170
2026-07-09,PHC019,MED010,10,24,170
2026-07-10,PHC019,MED010,6,24,170
2026-07-11,PHC019,MED010,3,24,170
2026-07-12,PHC019,MED010,1,24,170
2026-07-13,PHC019,MED010,144,24,170
2026-07-14,PHC019,MED010,139,24,170
2026-07-15,PHC019,MED010,134,24,170
2026-07-16,PHC019,MED010,130,24,170
2026-07-17,PHC019,MED010,127,24,170
2026-07-18,PHC019,MED010,124,24,170
2026-07-19,PHC019,MED010,122,24,170
2026-07-20,PHC019,MED010,116,24,170
2026-07-21,PHC019,MED010,113,24,170
2026-07-22,PHC019,MED010,109,24,170
2026-07-23,PHC019,MED010,104,24,170
2026-07-24,PHC019,MED010,100,24,170
2026-07-25,PHC019,MED010,96,24,170
2026-07-26,PHC019,MED010,94,24,170
2026-07-27,PHC019,MED010,90,24,170
2026-07-28,PHC019,MED010,87,24,170
2026-07-29,PHC019,MED010,83,24,170
2026-07-30,PHC019,MED010,79,24,170
2026-07-31,PHC019,MED010,74,24,170
